bodyPositionTime,bodyPositionX,bodyPositionY,bodyPositionZ,bodyOrientationTime,bodyOrientationX,bodyOrientationY,bodyOrientationZ,gyroTime,gyroX,gyroY,gyroZ,cycleFrequencyTime,leftCycleFrequency,rightCycleFrequency,bodyforceTime,bodyforceX,bodyforceY,bodyforceZ,bodytorqueTime,bodytorqueX,bodytorqueY,bodytorqueZ,R1forceTime,R1forceX,R1forceY,R1forceZ,R1torqueTime,R1torqueX,R1torqueY,R1torqueZ,L1forceTime,L1forceX,L1forceY,L1forceZ,L1torqueTime,L1torqueX,L1torqueY,L1torqueZ
3440,0.42714548110961914,-0.0036886928137391806,0.009741967543959618,3450,-0.021262504160404205,0.008108945563435555,-0.004783501382917166,3460,0.4046826660633087,-0.004219953902065754,0.008137932047247887,3350,3,3,3470,0.009053688496351242,-0.00226126192137599,-0.03123914822936058,3470,2.2930798877496272e-05,0.005829799920320511,-0.0006144256331026554,3490,-2.2545340470969677e-05,-5.850684829056263e-06,6.421469151973724e-06,3490,-5.154870450496674e-07,1.0884832590818405e-08,-1.8030405044555664e-06,3480,-5.461275577545166e-06,9.378418326377869e-06,-5.673617124557495e-06,3480,0.0,0.0,0.0
3530,0.4341866970062256,-0.004502223338931799,0.014354176819324493,3540,-0.10425451397895813,-0.09151399880647659,-0.06432437896728516,3550,0.41534772515296936,-0.0036350777372717857,0.014094799757003784,3440,3,3,3560,0.1654965579509735,0.002438601106405258,-0.029105084016919136,3560,1.1189353244844824e-05,0.0033967336639761925,0.0004906373796984553,3580,1.8544495105743408e-05,3.3616088330745697e-06,-2.9219314455986023e-05,3580,2.3301690816879272e-06,1.1175870895385742e-08,1.4863908290863037e-06,3570,-2.6757828891277313e-05,1.259183045476675e-05,-2.1239742636680603e-05,3570,9.313225746154785e-10,-1.1641532182693481e-10,-1.257285475730896e-08
3620,0.44086211919784546,-0.004752836190164089,0.008205275051295757,3630,0.03062845766544342,-0.017867961898446083,-0.0695188045501709,3640,0.41876301169395447,-0.0033392522018402815,0.007839771918952465,3530,3,3,3650,0.044565264135599136,0.0008008411386981606,-0.02240976318717003,3650,8.621822416898794e-06,0.0033508180640637875,0.0002539810666348785,3670,-9.955139830708504e-06,-1.955777406692505e-07,5.780160427093506e-05,3670,-4.6389177441596985e-06,9.313225746154785e-09,-7.981434464454651e-07,3660,-4.889536648988724e-05,-2.8491485863924026e-06,-1.1907890439033508e-05,3660,0.0,0.0,0.0
3710,0.449445515871048,-0.005477587226778269,0.01727810874581337,3720,0.08062594383955002,-0.11334927380084991,0.004241729620844126,3730,0.4307686686515808,-0.005780280567705631,0.015554515644907951,3620,3,3,3740,0.1449231058359146,-0.008656172081828117,-0.025945385918021202,3740,-3.8088560359028634e-06,0.003328652586787939,-0.0018102043541148305,3760,-2.0455685444176197e-05,8.456784598820377e-06,-5.543517181649804e-05,3760,4.43565659224987e-06,4.445610102266073e-09,-1.6375270206481218e-06,3750,-6.112735718488693e-06,3.0576251447200775e-05,-4.883855581283569e-06,3750,-1.4901161193847656e-08,9.313225746154785e-10,-3.725290298461914e-09
3800,0.4549439549446106,-0.005733257159590721,0.008909318596124649,3810,-0.007492773234844208,-0.014821896329522133,0.017311930656433105,3820,0.43433770537376404,-0.0057967170141637325,0.010095690377056599,3710,3,3,3830,0.03832574561238289,-0.005519133992493153,-0.021605968475341797,3830,6.265485808398807e-06,0.003094380721449852,-0.00148767267819494,3850,2.2435851860791445e-06,1.2334203347563744e-07,-8.321250788867474e-06,3850,6.664486136287451e-07,-1.2660166248679161e-09,1.7939601093530655e-07,3840,-2.2287596948444843e-05,3.8839876651763916e-05,1.12876296043396e-06,3840,2.3283064365386963e-10,-2.7939677238464355e-09,-5.587935447692871e-09
3890,0.46695980429649353,-0.0054420847445726395,0.019122634083032608,3900,-0.08763944357633591,-0.16038484871387482,-0.0717744305729866,3910,0.4473797380924225,-0.0036333983298391104,0.01485217735171318,3800,3,3,3920,0.09190618246793747,0.0033922232687473297,-0.025463499128818512,3920,-1.2052643796778284e-05,0.0040309373289346695,0.0008575719548389316,3940,2.604164183139801e-05,6.504356861114502e-06,-4.56199049949646e-05,3940,3.6694109439849854e-06,-3.725290298461914e-09,2.078711986541748e-06,3930,6.329268217086792e-06,1.9912957213819027e-05,-2.986053004860878e-06,3930,-5.122274160385132e-09,-1.4551915228366852e-10,2.3283064365386963e-09
3980,0.4697786569595337,-0.0017598522827029228,0.009338684380054474,3990,0.05294167622923851,-0.059247322380542755,-0.03334546461701393,4000,0.44950035214424133,-0.000582632259465754,0.00889609381556511,3890,3,3,4010,0.07466686517000198,0.004689382389187813,-0.02275904454290867,4010,1.951834565261379e-05,0.003369688056409359,0.0013474656734615564,4030,-2.015804057009518e-06,-1.6996433259919286e-05,3.645196557044983e-06,4030,-2.9393413569778204e-07,-3.346940502524376e-09,-1.5366822481155396e-07,4020,-3.134802682325244e-06,4.00430872105062e-06,-8.635222911834717e-06,4020,-1.8917489796876907e-10,-7.639755494892597e-11,-1.6298145055770874e-09
4070,0.48317083716392517,0.0003990102559328079,0.016182351857423782,4080,-0.0015203632647171617,-0.07438915967941284,0.07389514893293381,4090,0.4632455110549927,-0.001921457820571959,0.011614000424742699,3980,3,3,4100,0.08768369257450104,-0.004225668963044882,-0.022527256980538368,4100,4.263391929271165e-06,0.0031004734337329865,-0.0010374888079240918,4120,1.759454607963562e-05,5.137408152222633e-07,1.3222219422459602e-05,4120,-1.0579824447631836e-06,-8.96397978067398e-09,1.4100223779678345e-06,4110,5.77978789806366e-06,5.6510791182518005e-05,-2.0604580640792847e-05,4110,0.0,0.0,0.0
4170,0.48780977725982666,-0.001043536700308323,0.011693362146615982,4180,-0.05685370787978172,-0.1022876501083374,0.05134124308824539,4190,0.4689919948577881,-0.002195696346461773,0.011475645005702972,4070,3,3,4200,0.1608920693397522,-0.006812368053942919,-0.023152891546487808,4200,1.3132230378687382e-06,0.0025882187765091658,-0.0009728731820359826,4220,-8.310191333293915e-06,-3.3659161999821663e-06,-2.152775414288044e-05,4220,1.7210841178894043e-06,4.598405212163925e-09,-6.654299795627594e-07,4210,-2.1500687580555677e-05,9.50060784816742e-05,-2.253800630569458e-05,4210,-1.775333657860756e-08,-2.9103830456733704e-09,-1.30385160446167e-08
4260,0.500175416469574,-0.001003054203465581,0.01314957533031702,4270,0.03589600324630737,-0.035486772656440735,0.015950379893183708,4280,0.4772591292858124,-0.0006205015815794468,0.008574144914746284,4170,3,3,4290,-0.004771921783685684,0.00189502933062613,-0.01907656341791153,4290,-8.392868039663881e-06,0.0032872087322175503,0.0006595475133508444,4310,-1.8176622688770294e-05,2.995133399963379e-06,1.1000782251358032e-05,4310,-8.838251233100891e-07,7.450580596923828e-09,-1.4565885066986084e-06,4300,-1.2194966984679922e-05,4.284757778805215e-06,-6.3746701925992966e-06,4300,-2.1827872842550278e-11,-9.094947017729282e-13,0.0
4340,0.5021289587020874,-0.0003781892592087388,0.01225254125893116,4350,0.03680454194545746,-0.13106204569339752,0.05097324028611183,4360,0.4838368892669678,-0.0012882137671113014,0.011912981048226357,4260,3,3,4370,0.16320914030075073,0.0030200271867215633,-0.02492378279566765,4370,-9.331641194876283e-06,0.00367092527449131,0.0005972926155664027,4390,-5.272682756185532e-06,-5.657668225467205e-06,-4.366273060441017e-05,4390,3.5138800740242004e-06,-1.7229467630386353e-08,-4.23286110162735e-07,4380,-1.703016459941864e-05,1.3795332051813602e-05,-1.8603866919875145e-05,4380,8.149072527885437e-10,-2.3283064365386963e-09,-9.19681042432785e-09
4420,0.5140032172203064,0.0006944523192942142,0.015833571553230286,4430,0.0061759985983371735,-0.12606003880500793,0.060459211468696594,4440,0.4923524558544159,-0.001045015873387456,0.009480680339038372,4340,3,3,4450,0.019256772473454475,-0.006018457934260368,-0.017891723662614822,4450,-1.811934453144204e-05,0.002714305417612195,-0.0019908840768039227,4470,-1.0456424206495285e-05,-1.9032158888876438e-06,1.163547858595848e-05,4470,-9.262003004550934e-07,2.1420419216156006e-08,-8.377246558666229e-07,4460,2.7436763048171997e-06,2.5447458028793335e-05,-1.4942139387130737e-05,4460,0.0,0.0,0.0
4500,0.5156139135360718,-0.0002421459648758173,0.010749058797955513,4510,-0.03848590329289436,-0.10335987061262131,0.0449414923787117,4520,0.496916800737381,-0.0011237745638936758,0.010586284101009369,4420,3,3,4530,0.23278731107711792,-0.00695548253133893,-0.0279826819896698,4530,1.194617561850464e-05,0.0031315514352172613,-0.0008296557352878153,4550,-3.63239087164402e-06,1.9045546650886536e-07,-3.479304723441601e-05,4550,2.788146957755089e-06,-5.3551048040390015e-09,-2.873130142688751e-07,4540,-1.2696429621428251e-05,7.783301407471299e-05,-2.617575228214264e-05,4540,-1.6327248886227608e-08,-2.0372681319713593e-09,-8.381903171539307e-09
4580,0.5281141996383667,-0.0010407883673906326,0.016500376164913177,4590,-0.0382983572781086,-0.10965724289417267,-0.03450266644358635,4600,0.5068434476852417,-0.0004396928707137704,0.010232518427073956,4500,3,3,4610,0.044071901589632034,0.0018956285202875733,-0.020437542349100113,4610,-1.0758374628494494e-05,0.0033440033439546824,0.000596094352658838,4630,2.212822437286377e-06,5.83939254283905e-06,2.738460898399353e-05,4630,-2.212822437286377e-06,-1.862645149230957e-09,1.601874828338623e-07,4620,-3.343774005770683e-05,3.592409484554082e-06,-3.864045720547438e-05,4620,2.561137080192566e-09,7.275957614183426e-12,-5.005858838558197e-09
4660,0.5299896001815796,-0.0009043114259839058,0.009890709072351456,4670,0.06410931050777435,-0.07795887440443039,-0.016376912593841553,4680,0.5108975172042847,-0.0005820829537697136,0.009556427597999573,4580,3,3,4690,0.16201722621917725,0.006090144161134958,-0.02420474961400032,4690,-3.4326726563449483e-06,0.0032152393832802773,0.0012716336641460657,4710,-4.372093826532364e-06,-1.4801975339651108e-05,-1.5040859580039978e-05,4710,1.2040836736559868e-06,-2.3283064365386963e-10,-3.427267074584961e-07,4700,-8.17482771253708e-07,-2.2515609998663422e-07,-1.1546531823114492e-05,4700,1.4210854715202004e-11,-1.8758328224066645e-10,-1.0350049706175923e-09
